date_key,date,fiscal_year,fiscal_quarter,month,full_date,month_key,year_key
20181107,2018-11-07,FY2019,FY2019 Q2,2018-11,2018-11-07,201811,2018
20181108,2018-11-08,FY2019,FY2019 Q2,2018-11,2018-11-08,201811,2018
20181109,2018-11-09,FY2019,FY2019 Q2,2018-11,2018-11-09,201811,2018
20181110,2018-11-10,FY2019,FY2019 Q2,2018-11,2018-11-10,201811,2018
20181111,2018-11-11,FY2019,FY2019 Q2,2018-11,2018-11-11,201811,2018
20181112,2018-11-12,FY2019,FY2019 Q2,2018-11,2018-11-12,201811,2018
20181113,2018-11-13,FY2019,FY2019 Q2,2018-11,2018-11-13,201811,2018
20181114,2018-11-14,FY2019,FY2019 Q2,2018-11,2018-11-14,201811,2018
20181115,2018-11-15,FY2019,FY2019 Q2,2018-11,2018-11-15,201811,2018
20181116,2018-11-16,FY2019,FY2019 Q2,2018-11,2018-11-16,201811,2018
20181117,2018-11-17,FY2019,FY2019 Q2,2018-11,2018-11-17,201811,2018
20181118,2018-11-18,FY2019,FY2019 Q2,2018-11,2018-11-18,201811,2018
20181119,2018-11-19,FY2019,FY2019 Q2,2018-11,2018-11-19,201811,2018
20181120,2018-11-20,FY2019,FY2019 Q2,2018-11,2018-11-20,201811,2018
20181121,2018-11-21,FY2019,FY2019 Q2,2018-11,2018-11-21,201811,2018
20181122,2018-11-22,FY2019,FY2019 Q2,2018-11,2018-11-22,201811,2018
20181123,2018-11-23,FY2019,FY2019 Q2,2018-11,2018-11-23,201811,2018
20181124,2018-11-24,FY2019,FY2019 Q2,2018-11,2018-11-24,201811,2018
20181125,2018-11-25,FY2019,FY2019 Q2,2018-11,2018-11-25,201811,2018
20181126,2018-11-26,FY2019,FY2019 Q2,2018-11,2018-11-26,201811,2018
20181127,2018-11-27,FY2019,FY2019 Q2,2018-11,2018-11-27,201811,2018
20181128,2018-11-28,FY2019,FY2019 Q2,2018-11,2018-11-28,201811,2018
20181129,2018-11-29,FY2019,FY2019 Q2,2018-11,2018-11-29,201811,2018
20181130,2018-11-30,FY2019,FY2019 Q2,2018-11,2018-11-30,201811,2018
20181201,2018-12-01,FY2019,FY2019 Q2,2018-12,2018-12-01,201812,2018
20181202,2018-12-02,FY2019,FY2019 Q2,2018-12,2018-12-02,201812,2018
20181203,2018-12-03,FY2019,FY2019 Q2,2018-12,2018-12-03,201812,2018
20181204,2018-12-04,FY2019,FY2019 Q2,2018-12,2018-12-04,201812,2018
20181205,2018-12-05,FY2019,FY2019 Q2,2018-12,2018-12-05,201812,2018
20181206,2018-12-06,FY2019,FY2019 Q2,2018-12,2018-12-06,201812,2018
20181207,2018-12-07,FY2019,FY2019 Q2,2018-12,2018-12-07,201812,2018
20181208,2018-12-08,FY2019,FY2019 Q2,2018-12,2018-12-08,201812,2018
20181209,2018-12-09,FY2019,FY2019 Q2,2018-12,2018-12-09,201812,2018
20181210,2018-12-10,FY2019,FY2019 Q2,2018-12,2018-12-10,201812,2018
20181211,2018-12-11,FY2019,FY2019 Q2,2018-12,2018-12-11,201812,2018
20181212,2018-12-12,FY2019,FY2019 Q2,2018-12,2018-12-12,201812,2018
20181213,2018-12-13,FY2019,FY2019 Q2,2018-12,2018-12-13,201812,2018
20181214,2018-12-14,FY2019,FY2019 Q2,2018-12,2018-12-14,201812,2018
20181215,2018-12-15,FY2019,FY2019 Q2,2018-12,2018-12-15,201812,2018
20181216,2018-12-16,FY2019,FY2019 Q2,2018-12,2018-12-16,201812,2018
20181217,2018-12-17,FY2019,FY2019 Q2,2018-12,2018-12-17,201812,2018
20181218,2018-12-18,FY2019,FY2019 Q2,2018-12,2018-12-18,201812,2018
20181219,2018-12-19,FY2019,FY2019 Q2,2018-12,2018-12-19,201812,2018
20181220,2018-12-20,FY2019,FY2019 Q2,2018-12,2018-12-20,201812,2018
20181221,2018-12-21,FY2019,FY2019 Q2,2018-12,2018-12-21,201812,2018
20181222,2018-12-22,FY2019,FY2019 Q2,2018-12,2018-12-22,201812,2018
20181223,2018-12-23,FY2019,FY2019 Q2,2018-12,2018-12-23,201812,2018
20181224,2018-12-24,FY2019,FY2019 Q2,2018-12,2018-12-24,201812,2018
20181225,2018-12-25,FY2019,FY2019 Q2,2018-12,2018-12-25,201812,2018
20181226,2018-12-26,FY2019,FY2019 Q2,2018-12,2018-12-26,201812,2018
20181227,2018-12-27,FY2019,FY2019 Q2,2018-12,2018-12-27,201812,2018
20181228,2018-12-28,FY2019,FY2019 Q2,2018-12,2018-12-28,201812,2018
20181229,2018-12-29,FY2019,FY2019 Q2,2018-12,2018-12-29,201812,2018
20181230,2018-12-30,FY2019,FY2019 Q2,2018-12,2018-12-30,201812,2018
20181231,2018-12-31,FY2019,FY2019 Q2,2018-12,2018-12-31,201812,2018
20190101,2019-01-01,FY2019,FY2019 Q3,2019-01,2019-01-01,201901,2019
20190102,2019-01-02,FY2019,FY2019 Q3,2019-01,2019-01-02,201901,2019
20190103,2019-01-03,FY2019,FY2019 Q3,2019-01,2019-01-03,201901,2019
20190104,2019-01-04,FY2019,FY2019 Q3,2019-01,2019-01-04,201901,2019
20190105,2019-01-05,FY2019,FY2019 Q3,2019-01,2019-01-05,201901,2019
20190106,2019-01-06,FY2019,FY2019 Q3,2019-01,2019-01-06,201901,2019
20190107,2019-01-07,FY2019,FY2019 Q3,2019-01,2019-01-07,201901,2019
20190108,2019-01-08,FY2019,FY2019 Q3,2019-01,2019-01-08,201901,2019
20190109,2019-01-09,FY2019,FY2019 Q3,2019-01,2019-01-09,201901,2019
20190110,2019-01-10,FY2019,FY2019 Q3,2019-01,2019-01-10,201901,2019
20190111,2019-01-11,FY2019,FY2019 Q3,2019-01,2019-01-11,201901,2019
20190112,2019-01-12,FY2019,FY2019 Q3,2019-01,2019-01-12,201901,2019
20190113,2019-01-13,FY2019,FY2019 Q3,2019-01,2019-01-13,201901,2019
20190114,2019-01-14,FY2019,FY2019 Q3,2019-01,2019-01-14,201901,2019
20190115,2019-01-15,FY2019,FY2019 Q3,2019-01,2019-01-15,201901,2019
20190116,2019-01-16,FY2019,FY2019 Q3,2019-01,2019-01-16,201901,2019
20190117,2019-01-17,FY2019,FY2019 Q3,2019-01,2019-01-17,201901,2019
20190118,2019-01-18,FY2019,FY2019 Q3,2019-01,2019-01-18,201901,2019
20190119,2019-01-19,FY2019,FY2019 Q3,2019-01,2019-01-19,201901,2019
20190120,2019-01-20,FY2019,FY2019 Q3,2019-01,2019-01-20,201901,2019
20190121,2019-01-21,FY2019,FY2019 Q3,2019-01,2019-01-21,201901,2019
20190122,2019-01-22,FY2019,FY2019 Q3,2019-01,2019-01-22,201901,2019
20190123,2019-01-23,FY2019,FY2019 Q3,2019-01,2019-01-23,201901,2019
20190124,2019-01-24,FY2019,FY2019 Q3,2019-01,2019-01-24,201901,2019
20190125,2019-01-25,FY2019,FY2019 Q3,2019-01,2019-01-25,201901,2019
20190126,2019-01-26,FY2019,FY2019 Q3,2019-01,2019-01-26,201901,2019
20190127,2019-01-27,FY2019,FY2019 Q3,2019-01,2019-01-27,201901,2019
20190128,2019-01-28,FY2019,FY2019 Q3,2019-01,2019-01-28,201901,2019
20190129,2019-01-29,FY2019,FY2019 Q3,2019-01,2019-01-29,201901,2019
20190130,2019-01-30,FY2019,FY2019 Q3,2019-01,2019-01-30,201901,2019
20190131,2019-01-31,FY2019,FY2019 Q3,2019-01,2019-01-31,201901,2019
20190201,2019-02-01,FY2019,FY2019 Q3,2019-02,2019-02-01,201902,2019
20190202,2019-02-02,FY2019,FY2019 Q3,2019-02,2019-02-02,201902,2019
20190203,2019-02-03,FY2019,FY2019 Q3,2019-02,2019-02-03,201902,2019
20190204,2019-02-04,FY2019,FY2019 Q3,2019-02,2019-02-04,201902,2019
20190205,2019-02-05,FY2019,FY2019 Q3,2019-02,2019-02-05,201902,2019
20190206,2019-02-06,FY2019,FY2019 Q3,2019-02,2019-02-06,201902,2019
20190207,2019-02-07,FY2019,FY2019 Q3,2019-02,2019-02-07,201902,2019
20190208,2019-02-08,FY2019,FY2019 Q3,2019-02,2019-02-08,201902,2019
20190209,2019-02-09,FY2019,FY2019 Q3,2019-02,2019-02-09,201902,2019
20190210,2019-02-10,FY2019,FY2019 Q3,2019-02,2019-02-10,201902,2019
20190211,2019-02-11,FY2019,FY2019 Q3,2019-02,2019-02-11,201902,2019
20190212,2019-02-12,FY2019,FY2019 Q3,2019-02,2019-02-12,201902,2019
20190213,2019-02-13,FY2019,FY2019 Q3,2019-02,2019-02-13,201902,2019
20190214,2019-02-14,FY2019,FY2019 Q3,2019-02,2019-02-14,201902,2019
20190215,2019-02-15,FY2019,FY2019 Q3,2019-02,2019-02-15,201902,2019
20190216,2019-02-16,FY2019,FY2019 Q3,2019-02,2019-02-16,201902,2019
20190217,2019-02-17,FY2019,FY2019 Q3,2019-02,2019-02-17,201902,2019
20190218,2019-02-18,FY2019,FY2019 Q3,2019-02,2019-02-18,201902,2019
20190219,2019-02-19,FY2019,FY2019 Q3,2019-02,2019-02-19,201902,2019
20190220,2019-02-20,FY2019,FY2019 Q3,2019-02,2019-02-20,201902,2019
20190221,2019-02-21,FY2019,FY2019 Q3,2019-02,2019-02-21,201902,2019
20190222,2019-02-22,FY2019,FY2019 Q3,2019-02,2019-02-22,201902,2019
20190223,2019-02-23,FY2019,FY2019 Q3,2019-02,2019-02-23,201902,2019
20190224,2019-02-24,FY2019,FY2019 Q3,2019-02,2019-02-24,201902,2019
20190225,2019-02-25,FY2019,FY2019 Q3,2019-02,2019-02-25,201902,2019
20190226,2019-02-26,FY2019,FY2019 Q3,2019-02,2019-02-26,201902,2019
20190227,2019-02-27,FY2019,FY2019 Q3,2019-02,2019-02-27,201902,2019
20190228,2019-02-28,FY2019,FY2019 Q3,2019-02,2019-02-28,201902,2019
20190301,2019-03-01,FY2019,FY2019 Q3,2019-03,2019-03-01,201903,2019
20190302,2019-03-02,FY2019,FY2019 Q3,2019-03,2019-03-02,201903,2019
20190303,2019-03-03,FY2019,FY2019 Q3,2019-03,2019-03-03,201903,2019
20190304,2019-03-04,FY2019,FY2019 Q3,2019-03,2019-03-04,201903,2019
20190305,2019-03-05,FY2019,FY2019 Q3,2019-03,2019-03-05,201903,2019
20190306,2019-03-06,FY2019,FY2019 Q3,2019-03,2019-03-06,201903,2019
20190307,2019-03-07,FY2019,FY2019 Q3,2019-03,2019-03-07,201903,2019
20190308,2019-03-08,FY2019,FY2019 Q3,2019-03,2019-03-08,201903,2019
20190309,2019-03-09,FY2019,FY2019 Q3,2019-03,2019-03-09,201903,2019
20190310,2019-03-10,FY2019,FY2019 Q3,2019-03,2019-03-10,201903,2019
20190311,2019-03-11,FY2019,FY2019 Q3,2019-03,2019-03-11,201903,2019
20190312,2019-03-12,FY2019,FY2019 Q3,2019-03,2019-03-12,201903,2019
20190313,2019-03-13,FY2019,FY2019 Q3,2019-03,2019-03-13,201903,2019
20190314,2019-03-14,FY2019,FY2019 Q3,2019-03,2019-03-14,201903,2019
20190315,2019-03-15,FY2019,FY2019 Q3,2019-03,2019-03-15,201903,2019
20190316,2019-03-16,FY2019,FY2019 Q3,2019-03,2019-03-16,201903,2019
20190317,2019-03-17,FY2019,FY2019 Q3,2019-03,2019-03-17,201903,2019
20190318,2019-03-18,FY2019,FY2019 Q3,2019-03,2019-03-18,201903,2019
20190319,2019-03-19,FY2019,FY2019 Q3,2019-03,2019-03-19,201903,2019
20190320,2019-03-20,FY2019,FY2019 Q3,2019-03,2019-03-20,201903,2019
20190321,2019-03-21,FY2019,FY2019 Q3,2019-03,2019-03-21,201903,2019
20190322,2019-03-22,FY2019,FY2019 Q3,2019-03,2019-03-22,201903,2019
20190323,2019-03-23,FY2019,FY2019 Q3,2019-03,2019-03-23,201903,2019
20190324,2019-03-24,FY2019,FY2019 Q3,2019-03,2019-03-24,201903,2019
20190325,2019-03-25,FY2019,FY2019 Q3,2019-03,2019-03-25,201903,2019
20190326,2019-03-26,FY2019,FY2019 Q3,2019-03,2019-03-26,201903,2019
20190327,2019-03-27,FY2019,FY2019 Q3,2019-03,2019-03-27,201903,2019
20190328,2019-03-28,FY2019,FY2019 Q3,2019-03,2019-03-28,201903,2019
20190329,2019-03-29,FY2019,FY2019 Q3,2019-03,2019-03-29,201903,2019
20190330,2019-03-30,FY2019,FY2019 Q3,2019-03,2019-03-30,201903,2019
20190331,2019-03-31,FY2019,FY2019 Q3,2019-03,2019-03-31,201903,2019
20190401,2019-04-01,FY2019,FY2019 Q4,2019-04,2019-04-01,201904,2019
20190402,2019-04-02,FY2019,FY2019 Q4,2019-04,2019-04-02,201904,2019
20190403,2019-04-03,FY2019,FY2019 Q4,2019-04,2019-04-03,201904,2019
20190404,2019-04-04,FY2019,FY2019 Q4,2019-04,2019-04-04,201904,2019
20190405,2019-04-05,FY2019,FY2019 Q4,2019-04,2019-04-05,201904,2019
20190406,2019-04-06,FY2019,FY2019 Q4,2019-04,2019-04-06,201904,2019
20190407,2019-04-07,FY2019,FY2019 Q4,2019-04,2019-04-07,201904,2019
20190408,2019-04-08,FY2019,FY2019 Q4,2019-04,2019-04-08,201904,2019
20190409,2019-04-09,FY2019,FY2019 Q4,2019-04,2019-04-09,201904,2019
20190410,2019-04-10,FY2019,FY2019 Q4,2019-04,2019-04-10,201904,2019
20190411,2019-04-11,FY2019,FY2019 Q4,2019-04,2019-04-11,201904,2019
20190412,2019-04-12,FY2019,FY2019 Q4,2019-04,2019-04-12,201904,2019
20190413,2019-04-13,FY2019,FY2019 Q4,2019-04,2019-04-13,201904,2019
20190414,2019-04-14,FY2019,FY2019 Q4,2019-04,2019-04-14,201904,2019
20190415,2019-04-15,FY2019,FY2019 Q4,2019-04,2019-04-15,201904,2019
20190416,2019-04-16,FY2019,FY2019 Q4,2019-04,2019-04-16,201904,2019
20190417,2019-04-17,FY2019,FY2019 Q4,2019-04,2019-04-17,201904,2019
20190418,2019-04-18,FY2019,FY2019 Q4,2019-04,2019-04-18,201904,2019
20190419,2019-04-19,FY2019,FY2019 Q4,2019-04,2019-04-19,201904,2019
20190420,2019-04-20,FY2019,FY2019 Q4,2019-04,2019-04-20,201904,2019
20190421,2019-04-21,FY2019,FY2019 Q4,2019-04,2019-04-21,201904,2019
20190422,2019-04-22,FY2019,FY2019 Q4,2019-04,2019-04-22,201904,2019
20190423,2019-04-23,FY2019,FY2019 Q4,2019-04,2019-04-23,201904,2019
20190424,2019-04-24,FY2019,FY2019 Q4,2019-04,2019-04-24,201904,2019
20190425,2019-04-25,FY2019,FY2019 Q4,2019-04,2019-04-25,201904,2019
20190426,2019-04-26,FY2019,FY2019 Q4,2019-04,2019-04-26,201904,2019
20190427,2019-04-27,FY2019,FY2019 Q4,2019-04,2019-04-27,201904,2019
20190428,2019-04-28,FY2019,FY2019 Q4,2019-04,2019-04-28,201904,2019
20190429,2019-04-29,FY2019,FY2019 Q4,2019-04,2019-04-29,201904,2019
20190430,2019-04-30,FY2019,FY2019 Q4,2019-04,2019-04-30,201904,2019
20190501,2019-05-01,FY2019,FY2019 Q4,2019-05,2019-05-01,201905,2019
20190502,2019-05-02,FY2019,FY2019 Q4,2019-05,2019-05-02,201905,2019
20190503,2019-05-03,FY2019,FY2019 Q4,2019-05,2019-05-03,201905,2019
20190504,2019-05-04,FY2019,FY2019 Q4,2019-05,2019-05-04,201905,2019
20190505,2019-05-05,FY2019,FY2019 Q4,2019-05,2019-05-05,201905,2019
20190506,2019-05-06,FY2019,FY2019 Q4,2019-05,2019-05-06,201905,2019
20190507,2019-05-07,FY2019,FY2019 Q4,2019-05,2019-05-07,201905,2019
20190508,2019-05-08,FY2019,FY2019 Q4,2019-05,2019-05-08,201905,2019
20190509,2019-05-09,FY2019,FY2019 Q4,2019-05,2019-05-09,201905,2019
20190510,2019-05-10,FY2019,FY2019 Q4,2019-05,2019-05-10,201905,2019
20190511,2019-05-11,FY2019,FY2019 Q4,2019-05,2019-05-11,201905,2019
20190512,2019-05-12,FY2019,FY2019 Q4,2019-05,2019-05-12,201905,2019
20190513,2019-05-13,FY2019,FY2019 Q4,2019-05,2019-05-13,201905,2019
20190514,2019-05-14,FY2019,FY2019 Q4,2019-05,2019-05-14,201905,2019
20190515,2019-05-15,FY2019,FY2019 Q4,2019-05,2019-05-15,201905,2019
20190516,2019-05-16,FY2019,FY2019 Q4,2019-05,2019-05-16,201905,2019
20190517,2019-05-17,FY2019,FY2019 Q4,2019-05,2019-05-17,201905,2019
20190518,2019-05-18,FY2019,FY2019 Q4,2019-05,2019-05-18,201905,2019
20190519,2019-05-19,FY2019,FY2019 Q4,2019-05,2019-05-19,201905,2019
20190520,2019-05-20,FY2019,FY2019 Q4,2019-05,2019-05-20,201905,2019
20190521,2019-05-21,FY2019,FY2019 Q4,2019-05,2019-05-21,201905,2019
20190522,2019-05-22,FY2019,FY2019 Q4,2019-05,2019-05-22,201905,2019
20190523,2019-05-23,FY2019,FY2019 Q4,2019-05,2019-05-23,201905,2019
20190524,2019-05-24,FY2019,FY2019 Q4,2019-05,2019-05-24,201905,2019
20190525,2019-05-25,FY2019,FY2019 Q4,2019-05,2019-05-25,201905,2019
20190526,2019-05-26,FY2019,FY2019 Q4,2019-05,2019-05-26,201905,2019
20190527,2019-05-27,FY2019,FY2019 Q4,2019-05,2019-05-27,201905,2019
20190528,2019-05-28,FY2019,FY2019 Q4,2019-05,2019-05-28,201905,2019
20190529,2019-05-29,FY2019,FY2019 Q4,2019-05,2019-05-29,201905,2019
20190530,2019-05-30,FY2019,FY2019 Q4,2019-05,2019-05-30,201905,2019
20190531,2019-05-31,FY2019,FY2019 Q4,2019-05,2019-05-31,201905,2019
20190601,2019-06-01,FY2019,FY2019 Q4,2019-06,2019-06-01,201906,2019
20190602,2019-06-02,FY2019,FY2019 Q4,2019-06,2019-06-02,201906,2019
20190603,2019-06-03,FY2019,FY2019 Q4,2019-06,2019-06-03,201906,2019
20190604,2019-06-04,FY2019,FY2019 Q4,2019-06,2019-06-04,201906,2019
20190605,2019-06-05,FY2019,FY2019 Q4,2019-06,2019-06-05,201906,2019
20190606,2019-06-06,FY2019,FY2019 Q4,2019-06,2019-06-06,201906,2019
20190607,2019-06-07,FY2019,FY2019 Q4,2019-06,2019-06-07,201906,2019
20190608,2019-06-08,FY2019,FY2019 Q4,2019-06,2019-06-08,201906,2019
20190609,2019-06-09,FY2019,FY2019 Q4,2019-06,2019-06-09,201906,2019
20190610,2019-06-10,FY2019,FY2019 Q4,2019-06,2019-06-10,201906,2019
20190611,2019-06-11,FY2019,FY2019 Q4,2019-06,2019-06-11,201906,2019
20190612,2019-06-12,FY2019,FY2019 Q4,2019-06,2019-06-12,201906,2019
20190613,2019-06-13,FY2019,FY2019 Q4,2019-06,2019-06-13,201906,2019
20190614,2019-06-14,FY2019,FY2019 Q4,2019-06,2019-06-14,201906,2019
20190615,2019-06-15,FY2019,FY2019 Q4,2019-06,2019-06-15,201906,2019
20190616,2019-06-16,FY2019,FY2019 Q4,2019-06,2019-06-16,201906,2019
20190617,2019-06-17,FY2019,FY2019 Q4,2019-06,2019-06-17,201906,2019
20190618,2019-06-18,FY2019,FY2019 Q4,2019-06,2019-06-18,201906,2019
20190619,2019-06-19,FY2019,FY2019 Q4,2019-06,2019-06-19,201906,2019
20190620,2019-06-20,FY2019,FY2019 Q4,2019-06,2019-06-20,201906,2019
20190621,2019-06-21,FY2019,FY2019 Q4,2019-06,2019-06-21,201906,2019
20190622,2019-06-22,FY2019,FY2019 Q4,2019-06,2019-06-22,201906,2019
20190623,2019-06-23,FY2019,FY2019 Q4,2019-06,2019-06-23,201906,2019
20190624,2019-06-24,FY2019,FY2019 Q4,2019-06,2019-06-24,201906,2019
20190625,2019-06-25,FY2019,FY2019 Q4,2019-06,2019-06-25,201906,2019
20190626,2019-06-26,FY2019,FY2019 Q4,2019-06,2019-06-26,201906,2019
20190627,2019-06-27,FY2019,FY2019 Q4,2019-06,2019-06-27,201906,2019
20190628,2019-06-28,FY2019,FY2019 Q4,2019-06,2019-06-28,201906,2019
20190629,2019-06-29,FY2019,FY2019 Q4,2019-06,2019-06-29,201906,2019
20190630,2019-06-30,FY2019,FY2019 Q4,2019-06,2019-06-30,201906,2019
20190701,2019-07-01,FY2020,FY2020 Q1,2019-07,2019-07-01,201907,2019
20190702,2019-07-02,FY2020,FY2020 Q1,2019-07,2019-07-02,201907,2019
20190703,2019-07-03,FY2020,FY2020 Q1,2019-07,2019-07-03,201907,2019
20190704,2019-07-04,FY2020,FY2020 Q1,2019-07,2019-07-04,201907,2019
20190705,2019-07-05,FY2020,FY2020 Q1,2019-07,2019-07-05,201907,2019
20190706,2019-07-06,FY2020,FY2020 Q1,2019-07,2019-07-06,201907,2019
20190707,2019-07-07,FY2020,FY2020 Q1,2019-07,2019-07-07,201907,2019
20190708,2019-07-08,FY2020,FY2020 Q1,2019-07,2019-07-08,201907,2019
20190709,2019-07-09,FY2020,FY2020 Q1,2019-07,2019-07-09,201907,2019
20190710,2019-07-10,FY2020,FY2020 Q1,2019-07,2019-07-10,201907,2019
20190711,2019-07-11,FY2020,FY2020 Q1,2019-07,2019-07-11,201907,2019
20190712,2019-07-12,FY2020,FY2020 Q1,2019-07,2019-07-12,201907,2019
20190713,2019-07-13,FY2020,FY2020 Q1,2019-07,2019-07-13,201907,2019
20190714,2019-07-14,FY2020,FY2020 Q1,2019-07,2019-07-14,201907,2019
20190715,2019-07-15,FY2020,FY2020 Q1,2019-07,2019-07-15,201907,2019
20190716,2019-07-16,FY2020,FY2020 Q1,2019-07,2019-07-16,201907,2019
20190717,2019-07-17,FY2020,FY2020 Q1,2019-07,2019-07-17,201907,2019
20190718,2019-07-18,FY2020,FY2020 Q1,2019-07,2019-07-18,201907,2019
20190719,2019-07-19,FY2020,FY2020 Q1,2019-07,2019-07-19,201907,2019
20190720,2019-07-20,FY2020,FY2020 Q1,2019-07,2019-07-20,201907,2019
20190721,2019-07-21,FY2020,FY2020 Q1,2019-07,2019-07-21,201907,2019
20190722,2019-07-22,FY2020,FY2020 Q1,2019-07,2019-07-22,201907,2019
20190723,2019-07-23,FY2020,FY2020 Q1,2019-07,2019-07-23,201907,2019
20190724,2019-07-24,FY2020,FY2020 Q1,2019-07,2019-07-24,201907,2019
20190725,2019-07-25,FY2020,FY2020 Q1,2019-07,2019-07-25,201907,2019
20190726,2019-07-26,FY2020,FY2020 Q1,2019-07,2019-07-26,201907,2019
20190727,2019-07-27,FY2020,FY2020 Q1,2019-07,2019-07-27,201907,2019
20190728,2019-07-28,FY2020,FY2020 Q1,2019-07,2019-07-28,201907,2019
20190729,2019-07-29,FY2020,FY2020 Q1,2019-07,2019-07-29,201907,2019
20190730,2019-07-30,FY2020,FY2020 Q1,2019-07,2019-07-30,201907,2019
20190731,2019-07-31,FY2020,FY2020 Q1,2019-07,2019-07-31,201907,2019
20190801,2019-08-01,FY2020,FY2020 Q1,2019-08,2019-08-01,201908,2019
20190802,2019-08-02,FY2020,FY2020 Q1,2019-08,2019-08-02,201908,2019
20190803,2019-08-03,FY2020,FY2020 Q1,2019-08,2019-08-03,201908,2019
20190804,2019-08-04,FY2020,FY2020 Q1,2019-08,2019-08-04,201908,2019
20190805,2019-08-05,FY2020,FY2020 Q1,2019-08,2019-08-05,201908,2019
20190806,2019-08-06,FY2020,FY2020 Q1,2019-08,2019-08-06,201908,2019
20190807,2019-08-07,FY2020,FY2020 Q1,2019-08,2019-08-07,201908,2019
20190808,2019-08-08,FY2020,FY2020 Q1,2019-08,2019-08-08,201908,2019
20190809,2019-08-09,FY2020,FY2020 Q1,2019-08,2019-08-09,201908,2019
20190810,2019-08-10,FY2020,FY2020 Q1,2019-08,2019-08-10,201908,2019
20190811,2019-08-11,FY2020,FY2020 Q1,2019-08,2019-08-11,201908,2019
20190812,2019-08-12,FY2020,FY2020 Q1,2019-08,2019-08-12,201908,2019
20190813,2019-08-13,FY2020,FY2020 Q1,2019-08,2019-08-13,201908,2019
20190814,2019-08-14,FY2020,FY2020 Q1,2019-08,2019-08-14,201908,2019
20190815,2019-08-15,FY2020,FY2020 Q1,2019-08,2019-08-15,201908,2019
20190816,2019-08-16,FY2020,FY2020 Q1,2019-08,2019-08-16,201908,2019
20190817,2019-08-17,FY2020,FY2020 Q1,2019-08,2019-08-17,201908,2019
20190818,2019-08-18,FY2020,FY2020 Q1,2019-08,2019-08-18,201908,2019
20190819,2019-08-19,FY2020,FY2020 Q1,2019-08,2019-08-19,201908,2019
20190820,2019-08-20,FY2020,FY2020 Q1,2019-08,2019-08-20,201908,2019
20190821,2019-08-21,FY2020,FY2020 Q1,2019-08,2019-08-21,201908,2019
20190822,2019-08-22,FY2020,FY2020 Q1,2019-08,2019-08-22,201908,2019
20190823,2019-08-23,FY2020,FY2020 Q1,2019-08,2019-08-23,201908,2019
20190824,2019-08-24,FY2020,FY2020 Q1,2019-08,2019-08-24,201908,2019
20190825,2019-08-25,FY2020,FY2020 Q1,2019-08,2019-08-25,201908,2019
20190826,2019-08-26,FY2020,FY2020 Q1,2019-08,2019-08-26,201908,2019
20190827,2019-08-27,FY2020,FY2020 Q1,2019-08,2019-08-27,201908,2019
20190828,2019-08-28,FY2020,FY2020 Q1,2019-08,2019-08-28,201908,2019
20190829,2019-08-29,FY2020,FY2020 Q1,2019-08,2019-08-29,201908,2019
20190830,2019-08-30,FY2020,FY2020 Q1,2019-08,2019-08-30,201908,2019
20190831,2019-08-31,FY2020,FY2020 Q1,2019-08,2019-08-31,201908,2019
20190901,2019-09-01,FY2020,FY2020 Q1,2019-09,2019-09-01,201909,2019
20190902,2019-09-02,FY2020,FY2020 Q1,2019-09,2019-09-02,201909,2019
20190903,2019-09-03,FY2020,FY2020 Q1,2019-09,2019-09-03,201909,2019
20190904,2019-09-04,FY2020,FY2020 Q1,2019-09,2019-09-04,201909,2019
20190905,2019-09-05,FY2020,FY2020 Q1,2019-09,2019-09-05,201909,2019
20190906,2019-09-06,FY2020,FY2020 Q1,2019-09,2019-09-06,201909,2019
20190907,2019-09-07,FY2020,FY2020 Q1,2019-09,2019-09-07,201909,2019
20190908,2019-09-08,FY2020,FY2020 Q1,2019-09,2019-09-08,201909,2019
20190909,2019-09-09,FY2020,FY2020 Q1,2019-09,2019-09-09,201909,2019
20190910,2019-09-10,FY2020,FY2020 Q1,2019-09,2019-09-10,201909,2019
20190911,2019-09-11,FY2020,FY2020 Q1,2019-09,2019-09-11,201909,2019
20190912,2019-09-12,FY2020,FY2020 Q1,2019-09,2019-09-12,201909,2019
20190913,2019-09-13,FY2020,FY2020 Q1,2019-09,2019-09-13,201909,2019
20190914,2019-09-14,FY2020,FY2020 Q1,2019-09,2019-09-14,201909,2019
20190915,2019-09-15,FY2020,FY2020 Q1,2019-09,2019-09-15,201909,2019
20190916,2019-09-16,FY2020,FY2020 Q1,2019-09,2019-09-16,201909,2019
20190917,2019-09-17,FY2020,FY2020 Q1,2019-09,2019-09-17,201909,2019
20190918,2019-09-18,FY2020,FY2020 Q1,2019-09,2019-09-18,201909,2019
20190919,2019-09-19,FY2020,FY2020 Q1,2019-09,2019-09-19,201909,2019
20190920,2019-09-20,FY2020,FY2020 Q1,2019-09,2019-09-20,201909,2019
20190921,2019-09-21,FY2020,FY2020 Q1,2019-09,2019-09-21,201909,2019
20190922,2019-09-22,FY2020,FY2020 Q1,2019-09,2019-09-22,201909,2019
20190923,2019-09-23,FY2020,FY2020 Q1,2019-09,2019-09-23,201909,2019
20190924,2019-09-24,FY2020,FY2020 Q1,2019-09,2019-09-24,201909,2019
20190925,2019-09-25,FY2020,FY2020 Q1,2019-09,2019-09-25,201909,2019
20190926,2019-09-26,FY2020,FY2020 Q1,2019-09,2019-09-26,201909,2019
